Make,Number.of.Engines,Weather.Condition,Broad.phase.of.flight,total_passengers,injury_rate,is_destroyed,Make_Model
Cessna,,IMC,,4.0,1.0,1.0,Cessna — 182L
Cessna,1,VMC,Approach,2.0,0.0,0.0,Cessna — 152
Grumman,,VMC,,3.0,1.0,1.0,Grumman — HU-16
Socata,1,VMC,Approach,1.0,1.0,0.0,Socata — TBM 700B
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-22-150
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 120
Beech,2,VMC,Landing,2.0,0.0,0.0,Beech — 95-B55
Mooney,1,VMC,Landing,1.0,0.0,0.0,Mooney — M20J
Boeing,1,VMC,Takeoff,2.0,0.0,0.0,Boeing — A75N1(PT17)
Piper,1,VMC,Descent,3.0,0.0,0.0,Piper — PA-46-500TP
Piper,1,VMC,Go-around,2.0,0.0,0.0,Piper — PA-18
Cessna,1,VMC,Cruise,5.0,1.0,1.0,Cessna — 182Q
Cessna,1,VMC,Cruise,5.0,1.0,1.0,Cessna — 172N
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172S
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — 177
Piper,1,VMC,Landing,3.0,0.0,0.0,Piper — SARATOGA II TC PA32-
Cessna,1,VMC,Maneuvering,6.0,0.5,1.0,Cessna — 182H
Cessna,1,VMC,Go-around,3.0,0.0,0.0,Cessna — 172K
Maule,1,VMC,Go-around,3.0,1.0,0.0,Maule — M-5-235C
Cessna,,VMC,,3.0,0.0,0.0,Cessna — TU-206F
De Havilland,1,VMC,Takeoff,1.0,0.0,0.0,De Havilland — DHC-2
Air Tractor,1,VMC,Maneuvering,1.0,0.0,0.0,Air Tractor — 402A
Cessna,1,VMC,Landing,4.0,0.0,0.0,Cessna — P206
Bellanca,1,VMC,Cruise,1.0,0.0,0.0,Bellanca — 7GCBC
Stinson,1,VMC,Landing,1.0,0.0,0.0,Stinson — 108-3
Beech,1,IMC,Landing,4.0,0.0,0.0,Beech — BE36
Cessna,,VMC,,13.0,0.0,0.0,Cessna — 208B
Beech,1,VMC,Cruise,3.0,0.6666666666666666,0.0,Beech — A36TC
Maule,1,VMC,Landing,1.0,0.0,0.0,Maule — MX-7-235
Cessna,,VMC,,12.0,0.0,0.0,Cessna — 208B
Cessna,1,VMC,Cruise,3.0,0.3333333333333333,,Cessna — 208B
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172S
Mooney,1,VMC,Cruise,1.0,0.0,0.0,Mooney — M20C
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-18
Beech,2,VMC,Landing,1.0,0.0,0.0,Beech — F90
Cessna,1,VMC,Taxi,1.0,0.0,0.0,Cessna — R172K
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA-18
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 140
Boeing,2,VMC,Climb,113.0,0.008849557522123894,,Boeing — 757-251
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172P
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172S
Aero Commander,1,VMC,Landing,2.0,0.0,1.0,Aero Commander — 100
Cessna,1,VMC,Takeoff,3.0,0.0,0.0,Cessna — 170B
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 180
Taylorcraft,1,VMC,Landing,1.0,0.0,0.0,Taylorcraft — F-19
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-18
Cessna,1,VMC,Takeoff,3.0,0.0,0.0,Cessna — 185
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 172S
Cessna,,VMC,,5.0,0.4,1.0,Cessna — 185F
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 170B
Cessna,1,VMC,Takeoff,4.0,0.0,0.0,Cessna — 206
Cessna,1,VMC,Approach,3.0,0.0,0.0,Cessna — 172RG
Piper,,VMC,,3.0,1.0,0.0,Piper — PA-28-140
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 210D
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — 170B
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 172
Cessna,,VMC,,1.0,1.0,0.0,Cessna — 152
Cessna,1,VMC,Cruise,2.0,0.0,0.0,Cessna — 150C
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 195
Cessna,1,VMC,Approach,2.0,0.0,0.0,Cessna — 172M
Piper,1,VMC,Maneuvering,2.0,0.0,0.0,Piper — PA-28-180
Beech,1,VMC,Takeoff,2.0,0.0,0.0,Beech — C24R
Cessna,,IMC,,3.0,1.0,1.0,Cessna — R172K
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 152
Piper,1,VMC,Takeoff,1.0,0.0,0.0,Piper — PA-38-112
Cessna,1,VMC,Landing,1.0,0.0,1.0,Cessna — 172E
Cessna,1,VMC,Go-around,2.0,0.0,0.0,Cessna — 182J
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — C-170
Piper,1,VMC,Takeoff,2.0,0.0,0.0,Piper — PA-28-140
McDonnell Douglas,2,VMC,Taxi,138.0,0.0,0.0,McDonnell Douglas — DC-9-82
Cessna,1,VMC,Maneuvering,2.0,1.0,0.0,Cessna — 172P
Cessna,,VMC,,1.0,1.0,0.0,Cessna — 152
Maule,1,VMC,Go-around,2.0,0.0,0.0,Maule — M-6-235
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 150M
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 152
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-18-180
Piper,,IMC,,2.0,1.0,1.0,Piper — PA-31
Aviat,1,VMC,Maneuvering,1.0,0.0,0.0,Aviat — PITTS S-2C
Beech,2,VMC,Landing,2.0,0.0,0.0,Beech — 58
Cessna,,IMC,,8.0,1.0,1.0,Cessna — 402B
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172M
Aero Commander,,VMC,,1.0,1.0,1.0,Aero Commander — 690
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 182K
Cessna,1,VMC,Landing,2.0,0.5,0.0,Cessna — 182B
Piper,,VMC,,4.0,0.0,0.0,Piper — PA-60
Cessna,1,VMC,Approach,2.0,0.0,0.0,Cessna — 150F
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 180 H
Piper,1,VMC,Approach,1.0,0.0,0.0,Piper — PA-18-150
Cessna,,VMC,,6.0,1.0,1.0,Cessna — U-206G
Boeing,2,VMC,Standing,76.0,0.0,0.0,Boeing — 737
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 172P
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — 140
Cessna,1,VMC,Go-around,1.0,0.0,0.0,Cessna — 182C
Piper,1,IMC,Takeoff,2.0,0.0,0.0,Piper — PA-24-260B
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-32-300
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,Maneuvering,2.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172M
Cessna,1,VMC,Cruise,1.0,1.0,0.0,Cessna — U206F
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-20
Cessna,1,VMC,Cruise,1.0,0.0,0.0,Cessna — 172N
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA-28-140
Cessna,1,VMC,Approach,3.0,0.0,0.0,Cessna — 182M
Piper,1,VMC,Takeoff,3.0,0.0,0.0,Piper — PA-22-150
Beech,1,VMC,Takeoff,3.0,0.3333333333333333,0.0,Beech — A23
Cessna,1,VMC,Approach,1.0,0.0,0.0,Cessna — 182A
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172K
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — 172N
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-18
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172S
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-28R-200
Beech,2,VMC,Taxi,2.0,0.0,0.0,Beech — 58P
Beech,2,VMC,Landing,1.0,0.0,0.0,Beech — BE-55
Piper,1,VMC,Approach,2.0,1.0,1.0,Piper — PA-28-140
Piper,,VMC,,2.0,1.0,1.0,Piper — PA-46
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-18
Beech,2,IMC,Landing,1.0,0.0,0.0,Beech — 99
Luscombe,1,VMC,Landing,1.0,0.0,0.0,Luscombe — 8E
Piper,2,VMC,Landing,1.0,0.0,0.0,Piper — PA-30
Cessna,,VMC,,1.0,1.0,1.0,Cessna — 172
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172R
Cessna,1,IMC,Takeoff,2.0,0.0,0.0,Cessna — 172N
Bellanca,1,VMC,Landing,2.0,0.0,0.0,Bellanca — 8KCAB
Maule,1,VMC,Landing,1.0,0.0,0.0,Maule — M-7-235B
Piper,1,VMC,Taxi,2.0,0.0,0.0,Piper — PA 28-181
Cessna,1,VMC,Go-around,1.0,0.0,0.0,Cessna — 172F
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172N
Cessna,,VMC,,2.0,0.0,0.0,Cessna — 150L
Cessna,1,VMC,Taxi,1.0,0.0,0.0,Cessna — 152
Mooney,,VMC,,2.0,0.0,1.0,Mooney — M20C
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 185F
Cessna,1,IMC,Takeoff,1.0,0.0,0.0,Cessna — 210L
Piper,1,VMC,Takeoff,1.0,0.0,0.0,Piper — PA-28-181
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA-32R
Beech,1,IMC,Maneuvering,1.0,1.0,1.0,Beech — B36TC
Cessna,1,VMC,Descent,2.0,0.0,0.0,Cessna — 172P
Beech,1,VMC,Landing,1.0,0.0,0.0,Beech — B36TC
Beech,1,VMC,Takeoff,2.0,0.5,0.0,Beech — F33A
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-28-180C
McDonnell Douglas,,VMC,,193.0,0.0,0.0,McDonnell Douglas — MD-11
Piper,1,VMC,Approach,2.0,0.0,0.0,Piper — PA-28-161
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172R
Cessna,1,VMC,Landing,3.0,0.0,0.0,Cessna — 172M
Bellanca,1,VMC,Landing,1.0,0.0,0.0,Bellanca — 7ECA
Mooney,1,VMC,Landing,2.0,0.0,0.0,Mooney — M20C
Cessna,1,VMC,Cruise,1.0,0.0,0.0,Cessna — A185F
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 172N
Piper,2,VMC,Landing,2.0,0.0,0.0,Piper — PA-23-250
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-20
Piper,1,VMC,Landing,4.0,0.0,0.0,Piper — PA-28R-201T
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,Approach,2.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,Taxi,1.0,0.0,0.0,Cessna — 172S
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 172E
Cessna,1,VMC,Landing,4.0,0.0,0.0,Cessna — 177A
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172R
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 182P
Cessna,1,VMC,Takeoff,4.0,0.0,0.0,Cessna — 182A
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 120
Cessna,1,VMC,Cruise,3.0,0.0,0.0,Cessna — T210M
Bellanca,1,VMC,Takeoff,1.0,0.0,0.0,Bellanca — 7ECA
Aviat,1,VMC,Landing,2.0,0.0,0.0,Aviat — PITTS S2B
Beech,1,VMC,Landing,1.0,0.0,0.0,Beech — V35B
Cessna,1,VMC,Cruise,2.0,0.0,0.0,Cessna — 182E
Cessna,,VMC,,4.0,1.0,1.0,Cessna — 182
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172S
Cessna,,VMC,,4.0,0.0,0.0,Cessna — 208B
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — C195A
Ayres,1,VMC,Takeoff,1.0,0.0,0.0,Ayres — S-2R
Ayres,1,VMC,Takeoff,1.0,0.0,0.0,Ayres — S2R-600
Cessna,1,VMC,Go-around,2.0,0.0,0.0,Cessna — 172C
Cessna,1,IMC,Cruise,1.0,1.0,0.0,Cessna — 182P
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172P
Cessna,2,VMC,Landing,1.0,0.0,0.0,Cessna — T310R
Beech,1,VMC,Landing,1.0,0.0,0.0,Beech — F33A
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172A
Cessna,1,VMC,Taxi,2.0,0.0,0.0,Cessna — 150J
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-28-180
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA-28-181
Stinson,1,VMC,Landing,2.0,0.0,0.0,Stinson — 108-1
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 182T
Cessna,1,VMC,Descent,2.0,0.0,0.0,Cessna — C-180
Piper,2,VMC,Approach,2.0,0.0,0.0,Piper — PA34-200
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 180
Cessna,1,VMC,Takeoff,4.0,0.0,1.0,Cessna — 177
Cessna,1,VMC,Go-around,2.0,0.0,0.0,Cessna — 172N
Beech,1,VMC,Takeoff,2.0,0.0,0.0,Beech — 95-A55
Piper,1,VMC,Cruise,1.0,0.0,0.0,Piper — PA-38-112
Cessna,1,VMC,Cruise,1.0,0.0,0.0,Cessna — 152
Ayres,1,VMC,Landing,1.0,0.0,0.0,Ayres — S2R-T34
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172P
Beech,2,IMC,Cruise,2.0,0.0,,Beech — 1900D
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — 172K
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172S
Aeronca,1,VMC,Landing,2.0,0.0,0.0,Aeronca — 65-TAC
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 182C
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 180A
Piper,1,VMC,Cruise,1.0,0.0,0.0,Piper — PA-28-180
Aeronca,1,VMC,Maneuvering,2.0,0.0,0.0,Aeronca — 7AC
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — A185E
Cessna,1,VMC,Landing,5.0,0.0,0.0,Cessna — 172S
Beech,1,VMC,Landing,2.0,0.0,0.0,Beech — C23
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-22-150
Piper,2,VMC,Landing,2.0,0.0,0.0,Piper — PA-34-220T
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 182K
Air Tractor,1,VMC,Takeoff,1.0,0.0,1.0,Air Tractor — AT-502B
Piper,1,VMC,Takeoff,1.0,0.0,0.0,Piper — PA-18-150
Piper,1,VMC,Cruise,2.0,0.0,0.0,Piper — PA-28R-200
Cessna,1,VMC,Descent,2.0,0.0,0.0,Cessna — 172N
Aeronca,1,VMC,Approach,1.0,1.0,0.0,Aeronca — 7AC
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA-28R-200
Cessna,1,VMC,Taxi,2.0,0.0,0.0,Cessna — 172N
Boeing,,,,3.0,0.0,0.0,Boeing — DC-10-30
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA-18
Mooney,1,VMC,Landing,2.0,0.0,0.0,Mooney — M20C
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — C-152
Beech,2,VMC,Landing,2.0,0.0,0.0,Beech — D95A
Mooney,1,VMC,Go-around,1.0,0.0,0.0,Mooney — M-20J
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 305 A
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 182K
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 172K
Aero Commander,,IMC,,7.0,1.0,1.0,Aero Commander — 840
Beech,2,VMC,Descent,1.0,1.0,0.0,Beech — BE-65 (LF-23F)
Cessna,1,VMC,Cruise,1.0,0.0,1.0,Cessna — 150E
Cessna,1,VMC,Landing,3.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 172P
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 152
Beech,1,VMC,Approach,1.0,0.0,0.0,Beech — H35
Piper,1,VMC,Approach,2.0,0.0,0.0,Piper — PA-28RT-201
Piper,1,VMC,Takeoff,2.0,0.0,0.0,Piper — PA-12
Cessna,,IMC,,4.0,0.75,1.0,Cessna — 172M
Aviat,1,VMC,Landing,1.0,0.0,0.0,Aviat — A-1B
Piper,1,VMC,Taxi,1.0,0.0,0.0,Piper — PA-28-161
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 150
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 180
Beech,2,VMC,Landing,1.0,0.0,0.0,Beech — A60
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172C
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172N
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA-18-150
Stinson,1,VMC,Landing,3.0,0.0,0.0,Stinson — SR-8E
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — 180J
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — R172K
Piper,2,VMC,Landing,2.0,0.0,0.0,Piper — PA-34-200T
Piper,1,VMC,Maneuvering,1.0,0.0,0.0,Piper — PA-25-235
Beech,1,VMC,Landing,1.0,0.0,0.0,Beech — BE-24
Air Tractor,1,VMC,Landing,1.0,0.0,0.0,Air Tractor — AT-402
Cessna,1,VMC,Maneuvering,1.0,0.0,0.0,Cessna — T188C
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 120
Air Tractor,1,VMC,Takeoff,1.0,0.0,0.0,Air Tractor — AT-502
Beech,2,VMC,Landing,1.0,0.0,0.0,Beech — BE-58P
Mooney,1,VMC,Landing,1.0,0.0,0.0,Mooney — M20R
Cessna,1,VMC,Landing,1.0,1.0,0.0,Cessna — 172M
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-38-112
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 177B
Cessna,1,VMC,Go-around,1.0,0.0,0.0,Cessna — 150
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-28-181
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — A188A
Cessna,1,VMC,Go-around,2.0,0.0,0.0,Cessna — 172P
Cessna,1,VMC,Approach,4.0,0.0,0.0,Cessna — T210L
Taylorcraft,1,VMC,Approach,1.0,1.0,0.0,Taylorcraft — DC-65
Cessna,1,VMC,Descent,1.0,0.0,0.0,Cessna — 150F
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — TR182
Cessna,1,VMC,Maneuvering,1.0,0.0,0.0,Cessna — 150
Piper,1,VMC,Takeoff,2.0,0.0,0.0,Piper — PA-28-140
Cessna,1,VMC,Cruise,4.0,0.0,0.0,Cessna — 182H
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 152
Piper,,IMC,,4.0,1.0,1.0,Piper — PA-28
Mooney,1,VMC,Landing,1.0,1.0,0.0,Mooney — M20C
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172N
Luscombe,1,VMC,Takeoff,1.0,0.0,0.0,Luscombe — 8E
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — 172N
Piper,1,VMC,Approach,2.0,0.0,0.0,Piper — PA-28-180
Maule,1,VMC,Landing,1.0,0.0,0.0,Maule — MX7235
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 172
Beech,2,IMC,Go-around,1.0,1.0,1.0,Beech — C-45H
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 150H
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — T210N
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172
Cessna,2,VMC,Landing,2.0,0.0,0.0,Cessna — 401
Champion,1,VMC,Takeoff,1.0,0.0,0.0,Champion — 7FC
Beech,1,VMC,Takeoff,1.0,1.0,0.0,Beech — A23
Piper,1,VMC,Approach,1.0,0.0,0.0,Piper — PA-25-235
Champion,1,VMC,Landing,1.0,0.0,0.0,Champion — 7GCB
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172R
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 172P
Bellanca,1,VMC,Takeoff,1.0,0.0,0.0,Bellanca — 8GCBC
Grumman,1,VMC,Takeoff,1.0,0.0,0.0,Grumman — G-164A
Air Tractor,1,VMC,Maneuvering,1.0,0.0,0.0,Air Tractor — AT-401
Mooney,1,VMC,Landing,1.0,0.0,0.0,Mooney — M20R
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172S
Beech,1,VMC,Landing,4.0,0.0,0.0,Beech — 23
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172S
Bellanca,1,VMC,Landing,2.0,0.0,0.0,Bellanca — 7KCAB
Mooney,1,VMC,Approach,1.0,0.0,0.0,Mooney — M-20E
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172S
Beech,2,VMC,Takeoff,8.0,0.0,0.0,Beech — 200
Cessna,2,VMC,Landing,1.0,0.0,0.0,Cessna — 310P
Air Tractor,1,VMC,Maneuvering,1.0,0.0,0.0,Air Tractor — AT-402A
Bellanca,1,VMC,Landing,2.0,0.0,0.0,Bellanca — 7ECA
Cessna,1,VMC,Approach,1.0,0.0,0.0,Cessna — T210J
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — T210M
Luscombe,1,VMC,Approach,1.0,0.0,0.0,Luscombe — 8F
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA28-140
Cessna,1,VMC,Go-around,1.0,0.0,1.0,Cessna — 172E
Aeronca,1,VMC,Takeoff,1.0,0.0,0.0,Aeronca — 7AC
Cessna,1,VMC,Cruise,2.0,0.0,0.0,Cessna — 172N
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA-18-150
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 182N
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 180E
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 172 RG
Cessna,1,VMC,Descent,1.0,0.0,0.0,Cessna — 182A
Piper,1,VMC,Cruise,1.0,0.0,0.0,Piper — PA-28-161
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — R182
Boeing,1,VMC,Landing,2.0,0.0,0.0,Boeing — A 75N1
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — 180J
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — A185F
Cessna,1,VMC,Takeoff,2.0,0.0,0.0,Cessna — 150L
Grumman,1,VMC,Maneuvering,1.0,1.0,0.0,Grumman — G-164
Grumman,1,VMC,Landing,1.0,0.0,0.0,Grumman — G-164C
Aviat,1,VMC,Cruise,1.0,0.0,0.0,Aviat — A-1A
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-28
Piper,1,VMC,Maneuvering,1.0,0.0,0.0,Piper — PA 25
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 182R
Luscombe,1,VMC,Takeoff,2.0,0.0,0.0,Luscombe — 8A
Piper,1,VMC,Takeoff,1.0,0.0,0.0,Piper — J3C
Piper,1,VMC,Cruise,1.0,0.0,0.0,Piper — PA-24-250
Piper,1,VMC,Takeoff,1.0,0.0,0.0,Piper — J5A
Bellanca,1,VMC,Landing,2.0,0.0,0.0,Bellanca — 7GCAA
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172D
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 182N
Aviat,1,VMC,Landing,1.0,0.0,0.0,Aviat — A-1B
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 182Q
Piper,1,VMC,Landing,4.0,0.0,0.0,Piper — PA-28-151
Aviat,1,VMC,Landing,2.0,0.0,0.0,Aviat — A-1B
Cessna,1,VMC,Takeoff,1.0,0.0,1.0,Cessna — A185F
Piper,2,VMC,Landing,2.0,0.0,0.0,Piper — AEROSTAR 602P
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-28-235
Cessna,1,VMC,Descent,4.0,0.0,0.0,Cessna — 182A
Boeing,2,VMC,Cruise,217.0,0.004608294930875576,,Boeing — 777
Cessna,1,VMC,Go-around,2.0,0.0,0.0,Cessna — 172P
Cessna,1,VMC,Maneuvering,2.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172M
Stinson,1,VMC,Maneuvering,2.0,0.0,0.0,Stinson — 108
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 140
Boeing,1,VMC,Landing,1.0,0.0,0.0,Boeing — A75N1
Piper,1,VMC,Takeoff,3.0,0.0,1.0,Piper — PA-28RT-201T
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA22-20
Mooney,1,VMC,Cruise,2.0,0.0,0.0,Mooney — M20F
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,Cruise,1.0,0.0,0.0,Cessna — 172N
Cessna,2,VMC,Landing,1.0,0.0,0.0,Cessna — 402C
Piper,1,VMC,Takeoff,2.0,0.0,0.0,Piper — PA-20
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172R
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 182F
Aeronca,1,VMC,Takeoff,1.0,0.0,0.0,Aeronca — 15AC
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172P
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 172S
Mooney,1,VMC,Landing,1.0,0.0,0.0,Mooney — M20K
Cessna,1,VMC,Takeoff,1.0,0.0,0.0,Cessna — 305A
Piper,1,VMC,Landing,1.0,0.0,0.0,Piper — PA-28-181
Mooney,1,VMC,Approach,4.0,0.0,0.0,Mooney — M20J
Cessna,2,VMC,Takeoff,5.0,0.0,0.0,Cessna — 310Q
Mooney,1,VMC,Landing,2.0,0.0,0.0,Mooney — M20J
Cessna,1,VMC,Landing,2.0,0.0,0.0,Cessna — 172SP
Air Tractor,1,VMC,Takeoff,1.0,0.0,0.0,Air Tractor — AT-301
Cessna,1,VMC,Approach,3.0,0.0,0.0,Cessna — U206G
Cessna,1,VMC,Landing,1.0,0.0,0.0,Cessna — 172S
Piper,1,VMC,Landing,2.0,0.0,0.0,Piper — PA-22-150
Maule,1,VMC,Landing,2.0,0.0,0.0,Maule — M-6-235
